Year,Component,Region,Age,Gender,Value
2020,com_3_adapt,14_reg_Donetsk,,males,
2021,com_3_adapt,14_reg_Donetsk,,males,
2022,com_3_adapt,14_reg_Donetsk,,males,
2023,com_3_adapt,14_reg_Donetsk,,males,
2017,com_3_adapt,14_reg_Donetsk,,females,7.9
2018,com_3_adapt,14_reg_Donetsk,,females,
2019,com_3_adapt,14_reg_Donetsk,,females,
2020,com_3_adapt,14_reg_Donetsk,,females,
2021,com_3_adapt,14_reg_Donetsk,,females,
2022,com_3_adapt,14_reg_Donetsk,,females,
2023,com_3_adapt,14_reg_Donetsk,,females,
2017,com_3_adapt,21_reg_Luhansk,,,
2018,com_3_adapt,21_reg_Luhansk,,,
2019,com_3_adapt,21_reg_Luhansk,,,
2020,com_3_adapt,21_reg_Luhansk,,,
2021,com_3_adapt,21_reg_Luhansk,,,
2022,com_3_adapt,21_reg_Luhansk,,,
2023,com_3_adapt,21_reg_Luhansk,,,
2017,com_3_adapt,21_reg_Luhansk,age_1_18_35,,7.9
2018,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2019,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2020,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2021,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2022,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2023,com_3_adapt,21_reg_Luhansk,age_1_18_35,,
2017,com_3_adapt,21_reg_Luhansk,age_2_36_60,,7.9
2018,com_3_adapt,21_reg_Luhansk,age_2_36_60,,
2019,com_3_adapt,21_reg_Luhansk,age_2_36_60,,
2020,com_3_adapt,21_reg_Luhansk,age_2_36_60,,
2021,com_3_adapt,21_reg_Luhansk,age_36_59,,
2022,com_3_adapt,21_reg_Luhansk,age_36_59,,
2023,com_3_adapt,21_reg_Luhansk,age_36_59,,
2017,com_3_adapt,21_reg_Luhansk,age_3_61,,7.8
2018,com_3_adapt,21_reg_Luhansk,age_3_61,,
2019,com_3_adapt,21_reg_Luhansk,age_3_61,,
2020,com_3_adapt,21_reg_Luhansk,age_3_61,,
2021,com_3_adapt,21_reg_Luhansk,age_60,,
2022,com_3_adapt,21_reg_Luhansk,age_60,,
2023,com_3_adapt,21_reg_Luhansk,age_60,,
2017,com_3_adapt,21_reg_Luhansk,,males,7.8
2018,com_3_adapt,21_reg_Luhansk,,males,
2019,com_3_adapt,21_reg_Luhansk,,males,
2020,com_3_adapt,21_reg_Luhansk,,males,
2021,com_3_adapt,21_reg_Luhansk,,males,
2022,com_3_adapt,21_reg_Luhansk,,males,
2023,com_3_adapt,21_reg_Luhansk,,males,
2017,com_3_adapt,21_reg_Luhansk,,females,7.9
2018,com_3_adapt,21_reg_Luhansk,,females,
2019,com_3_adapt,21_reg_Luhansk,,females,
2020,com_3_adapt,21_reg_Luhansk,,females,
2021,com_3_adapt,21_reg_Luhansk,,females,
2022,com_3_adapt,21_reg_Luhansk,,females,
2023,com_3_adapt,21_reg_Luhansk,,females,
2017,com_3_adapt,13_reg_Dnipropetrovsk,,,
2018,com_3_adapt,13_reg_Dnipropetrovsk,,,
2019,com_3_adapt,13_reg_Dnipropetrovsk,,,
2020,com_3_adapt,13_reg_Dnipropetrovsk,,,
2021,com_3_adapt,13_reg_Dnipropetrovsk,,,
2022,com_3_adapt,13_reg_Dnipropetrovsk,,,
2023,com_3_adapt,13_reg_Dnipropetrovsk,,,
2017,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,7.7
2018,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2019,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_3_adapt,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_3_adapt,13_reg_Dnipropetrovsk,age_2_36_60,,7.7
2018,com_3_adapt,13_reg_Dnipropetrovsk,age_2_36_60,,
2019,com_3_adapt,13_reg_Dnipropetrovsk,age_2_36_60,,
2020,com_3_adapt,13_reg_Dnipropetrovsk,age_2_36_60,,
2021,com_3_adapt,13_reg_Dnipropetrovsk,age_36_59,,
2022,com_3_adapt,13_reg_Dnipropetrovsk,age_36_59,,
2023,com_3_adapt,13_reg_Dnipropetrovsk,age_36_59,,
2017,com_3_adapt,13_reg_Dnipropetrovsk,age_3_61,,7.7
2018,com_3_adapt,13_reg_Dnipropetrovsk,age_3_61,,
2019,com_3_adapt,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_3_adapt,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_3_adapt,13_reg_Dnipropetrovsk,age_60,,
2022,com_3_adapt,13_reg_Dnipropetrovsk,age_60,,
2023,com_3_adapt,13_reg_Dnipropetrovsk,age_60,,
2017,com_3_adapt,13_reg_Dnipropetrovsk,,males,7.6
2018,com_3_adapt,13_reg_Dnipropetrovsk,,males,
2019,com_3_adapt,13_reg_Dnipropetrovsk,,males,
2020,com_3_adapt,13_reg_Dnipropetrovsk,,males,
2021,com_3_adapt,13_reg_Dnipropetrovsk,,males,
2022,com_3_adapt,13_reg_Dnipropetrovsk,,males,
2023,com_3_adapt,13_reg_Dnipropetrovsk,,males,
2017,com_3_adapt,13_reg_Dnipropetrovsk,,females,7.7
2018,com_3_adapt,13_reg_Dnipropetrovsk,,females,
2019,com_3_adapt,13_reg_Dnipropetrovsk,,females,
2020,com_3_adapt,13_reg_Dnipropetrovsk,,females,
2021,com_3_adapt,13_reg_Dnipropetrovsk,,females,
2022,com_3_adapt,13_reg_Dnipropetrovsk,,females,
2023,com_3_adapt,13_reg_Dnipropetrovsk,,females,
2017,com_3_adapt,17_reg_Zaporizhzhya,,,
2018,com_3_adapt,17_reg_Zaporizhzhya,,,
2019,com_3_adapt,17_reg_Zaporizhzhya,,,
2020,com_3_adapt,17_reg_Zaporizhzhya,,,
2021,com_3_adapt,17_reg_Zaporizhzhya,,,
2022,com_3_adapt,17_reg_Zaporizhzhya,,,
2023,com_3_adapt,17_reg_Zaporizhzhya,,,
2017,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,7.8
2018,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2019,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_3_adapt,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_3_adapt,17_reg_Zaporizhzhya,age_2_36_60,,7.8
2018,com_3_adapt,17_reg_Zaporizhzhya,age_2_36_60,,
2019,com_3_adapt,17_reg_Zaporizhzhya,age_2_36_60,,
2020,com_3_adapt,17_reg_Zaporizhzhya,age_2_36_60,,
2021,com_3_adapt,17_reg_Zaporizhzhya,age_36_59,,
2022,com_3_adapt,17_reg_Zaporizhzhya,age_36_59,,
2023,com_3_adapt,17_reg_Zaporizhzhya,age_36_59,,
2017,com_3_adapt,17_reg_Zaporizhzhya,age_3_61,,7.8
2018,com_3_adapt,17_reg_Zaporizhzhya,age_3_61,,
2019,com_3_adapt,17_reg_Zaporizhzhya,age_3_61,,
2020,com_3_adapt,17_reg_Zaporizhzhya,age_3_61,,
2021,com_3_adapt,17_reg_Zaporizhzhya,age_60,,
2022,com_3_adapt,17_reg_Zaporizhzhya,age_60,,
2023,com_3_adapt,17_reg_Zaporizhzhya,age_60,,
2017,com_3_adapt,17_reg_Zaporizhzhya,,males,7.6
2018,com_3_adapt,17_reg_Zaporizhzhya,,males,
2019,com_3_adapt,17_reg_Zaporizhzhya,,males,
2020,com_3_adapt,17_reg_Zaporizhzhya,,males,
2021,com_3_adapt,17_reg_Zaporizhzhya,,males,
2022,com_3_adapt,17_reg_Zaporizhzhya,,males,
2023,com_3_adapt,17_reg_Zaporizhzhya,,males,
2017,com_3_adapt,17_reg_Zaporizhzhya,,females,8.0
2018,com_3_adapt,17_reg_Zaporizhzhya,,females,
2019,com_3_adapt,17_reg_Zaporizhzhya,,females,
2020,com_3_adapt,17_reg_Zaporizhzhya,,females,
2021,com_3_adapt,17_reg_Zaporizhzhya,,females,
2022,com_3_adapt,17_reg_Zaporizhzhya,,females,
2023,com_3_adapt,17_reg_Zaporizhzhya,,females,
2017,com_3_adapt,29_reg_Kharkiv,,,
2018,com_3_adapt,29_reg_Kharkiv,,,
2019,com_3_adapt,29_reg_Kharkiv,,,
2020,com_3_adapt,29_reg_Kharkiv,,,
2021,com_3_adapt,29_reg_Kharkiv,,,
2022,com_3_adapt,29_reg_Kharkiv,,,
2023,com_3_adapt,29_reg_Kharkiv,,,
2017,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,7.7
2018,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2019,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2020,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2021,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2022,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2023,com_3_adapt,29_reg_Kharkiv,age_1_18_35,,
2017,com_3_adapt,29_reg_Kharkiv,age_2_36_60,,7.8
2018,com_3_adapt,29_reg_Kharkiv,age_2_36_60,,
2019,com_3_adapt,29_reg_Kharkiv,age_2_36_60,,
2020,com_3_adapt,29_reg_Kharkiv,age_2_36_60,,
2021,com_3_adapt,29_reg_Kharkiv,age_36_59,,
2022,com_3_adapt,29_reg_Kharkiv,age_36_59,,
2023,com_3_adapt,29_reg_Kharkiv,age_36_59,,
2017,com_3_adapt,29_reg_Kharkiv,age_3_61,,7.8
2018,com_3_adapt,29_reg_Kharkiv,age_3_61,,
2019,com_3_adapt,29_reg_Kharkiv,age_3_61,,
2020,com_3_adapt,29_reg_Kharkiv,age_3_61,,
2021,com_3_adapt,29_reg_Kharkiv,age_60,,
2022,com_3_adapt,29_reg_Kharkiv,age_60,,
2023,com_3_adapt,29_reg_Kharkiv,age_60,,
2017,com_3_adapt,29_reg_Kharkiv,,males,7.6
2018,com_3_adapt,29_reg_Kharkiv,,males,
2019,com_3_adapt,29_reg_Kharkiv,,males,
2020,com_3_adapt,29_reg_Kharkiv,,males,
2021,com_3_adapt,29_reg_Kharkiv,,males,
2022,com_3_adapt,29_reg_Kharkiv,,males,
2023,com_3_adapt,29_reg_Kharkiv,,males,
2017,com_3_adapt,29_reg_Kharkiv,,females,7.9
2018,com_3_adapt,29_reg_Kharkiv,,females,
2019,com_3_adapt,29_reg_Kharkiv,,females,
2020,com_3_adapt,29_reg_Kharkiv,,females,
2021,com_3_adapt,29_reg_Kharkiv,,females,
2022,com_3_adapt,29_reg_Kharkiv,,females,
2023,com_3_adapt,29_reg_Kharkiv,,females,
2017,com_4_migration,14_reg_Donetsk,,,
2018,com_4_migration,14_reg_Donetsk,,,
2019,com_4_migration,14_reg_Donetsk,,,
2020,com_4_migration,14_reg_Donetsk,,,
2021,com_4_migration,14_reg_Donetsk,,,
2022,com_4_migration,14_reg_Donetsk,,,
2023,com_4_migration,14_reg_Donetsk,,,
2017,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2018,com_4_migration,14_reg_Donetsk,age_1_18_35,,5.5
2019,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2020,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2021,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2022,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2023,com_4_migration,14_reg_Donetsk,age_1_18_35,,
2017,com_4_migration,14_reg_Donetsk,age_2_36_60,,4.1
2018,com_4_migration,14_reg_Donetsk,age_2_36_60,,4.8
2019,com_4_migration,14_reg_Donetsk,age_2_36_60,,
2020,com_4_migration,14_reg_Donetsk,age_2_36_60,,
2021,com_4_migration,14_reg_Donetsk,age_36_59,,
2022,com_4_migration,14_reg_Donetsk,age_36_59,,
2023,com_4_migration,14_reg_Donetsk,age_36_59,,
2017,com_4_migration,14_reg_Donetsk,age_3_61,,3.3
2018,com_4_migration,14_reg_Donetsk,age_3_61,,3.8
2019,com_4_migration,14_reg_Donetsk,age_3_61,,
2020,com_4_migration,14_reg_Donetsk,age_3_61,,
2021,com_4_migration,14_reg_Donetsk,age_60,,
2022,com_4_migration,14_reg_Donetsk,age_60,,
2023,com_4_migration,14_reg_Donetsk,age_60,,
2017,com_4_migration,14_reg_Donetsk,,males,4.2
2018,com_4_migration,14_reg_Donetsk,,males,4.9
2019,com_4_migration,14_reg_Donetsk,,males,
2020,com_4_migration,14_reg_Donetsk,,males,
2021,com_4_migration,14_reg_Donetsk,,males,
2022,com_4_migration,14_reg_Donetsk,,males,
2023,com_4_migration,14_reg_Donetsk,,males,
2017,com_4_migration,14_reg_Donetsk,,females,4.2
2018,com_4_migration,14_reg_Donetsk,,females,4.6
2019,com_4_migration,14_reg_Donetsk,,females,
2020,com_4_migration,14_reg_Donetsk,,females,
2021,com_4_migration,14_reg_Donetsk,,females,
2022,com_4_migration,14_reg_Donetsk,,females,
2023,com_4_migration,14_reg_Donetsk,,females,
2017,com_4_migration,21_reg_Luhansk,,,
2018,com_4_migration,21_reg_Luhansk,,,
2019,com_4_migration,21_reg_Luhansk,,,
2020,com_4_migration,21_reg_Luhansk,,,
2021,com_4_migration,21_reg_Luhansk,,,
2022,com_4_migration,21_reg_Luhansk,,,
2023,com_4_migration,21_reg_Luhansk,,,
2017,com_4_migration,21_reg_Luhansk,age_1_18_35,,5.4
2018,com_4_migration,21_reg_Luhansk,age_1_18_35,,6.1
2019,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2020,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2021,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2022,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2023,com_4_migration,21_reg_Luhansk,age_1_18_35,,
2017,com_4_migration,21_reg_Luhansk,age_2_36_60,,4.4
2018,com_4_migration,21_reg_Luhansk,age_2_36_60,,5.4
2019,com_4_migration,21_reg_Luhansk,age_2_36_60,,
2020,com_4_migration,21_reg_Luhansk,age_2_36_60,,
2021,com_4_migration,21_reg_Luhansk,age_36_59,,
2022,com_4_migration,21_reg_Luhansk,age_36_59,,
2023,com_4_migration,21_reg_Luhansk,age_36_59,,
2017,com_4_migration,21_reg_Luhansk,age_3_61,,3.5
2018,com_4_migration,21_reg_Luhansk,age_3_61,,4.3
2019,com_4_migration,21_reg_Luhansk,age_3_61,,
2020,com_4_migration,21_reg_Luhansk,age_3_61,,
2021,com_4_migration,21_reg_Luhansk,age_60,,
2022,com_4_migration,21_reg_Luhansk,age_60,,
2023,com_4_migration,21_reg_Luhansk,age_60,,
2017,com_4_migration,21_reg_Luhansk,,males,4.4
2018,com_4_migration,21_reg_Luhansk,,males,5.3
2019,com_4_migration,21_reg_Luhansk,,males,
2020,com_4_migration,21_reg_Luhansk,,males,
2021,com_4_migration,21_reg_Luhansk,,males,
2022,com_4_migration,21_reg_Luhansk,,males,
2023,com_4_migration,21_reg_Luhansk,,males,
2017,com_4_migration,21_reg_Luhansk,,females,4.4
2018,com_4_migration,21_reg_Luhansk,,females,5.3
2019,com_4_migration,21_reg_Luhansk,,females,
2020,com_4_migration,21_reg_Luhansk,,females,
2021,com_4_migration,21_reg_Luhansk,,females,
2022,com_4_migration,21_reg_Luhansk,,females,
2023,com_4_migration,21_reg_Luhansk,,females,
2017,com_4_migration,13_reg_Dnipropetrovsk,,,
2018,com_4_migration,13_reg_Dnipropetrovsk,,,
2019,com_4_migration,13_reg_Dnipropetrovsk,,,
2020,com_4_migration,13_reg_Dnipropetrovsk,,,
2021,com_4_migration,13_reg_Dnipropetrovsk,,,
2022,com_4_migration,13_reg_Dnipropetrovsk,,,
2023,com_4_migration,13_reg_Dnipropetrovsk,,,
2017,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,5.0
2018,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,5.7
2019,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_4_migration,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_4_migration,13_reg_Dnipropetrovsk,age_2_36_60,,4.0
2018,com_4_migration,13_reg_Dnipropetrovsk,age_2_36_60,,4.6
2019,com_4_migration,13_reg_Dnipropetrovsk,age_2_36_60,,
2020,com_4_migration,13_reg_Dnipropetrovsk,age_2_36_60,,
2021,com_4_migration,13_reg_Dnipropetrovsk,age_36_59,,
2022,com_4_migration,13_reg_Dnipropetrovsk,age_36_59,,
2023,com_4_migration,13_reg_Dnipropetrovsk,age_36_59,,
2017,com_4_migration,13_reg_Dnipropetrovsk,age_3_61,,3.2
2018,com_4_migration,13_reg_Dnipropetrovsk,age_3_61,,3.5
2019,com_4_migration,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_4_migration,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_4_migration,13_reg_Dnipropetrovsk,age_60,,
2022,com_4_migration,13_reg_Dnipropetrovsk,age_60,,
2023,com_4_migration,13_reg_Dnipropetrovsk,age_60,,
2017,com_4_migration,13_reg_Dnipropetrovsk,,males,4.3
2018,com_4_migration,13_reg_Dnipropetrovsk,,males,4.8
2019,com_4_migration,13_reg_Dnipropetrovsk,,males,
2020,com_4_migration,13_reg_Dnipropetrovsk,,males,
2021,com_4_migration,13_reg_Dnipropetrovsk,,males,
2022,com_4_migration,13_reg_Dnipropetrovsk,,males,
2023,com_4_migration,13_reg_Dnipropetrovsk,,males,
2017,com_4_migration,13_reg_Dnipropetrovsk,,females,3.9
2018,com_4_migration,13_reg_Dnipropetrovsk,,females,4.6
2019,com_4_migration,13_reg_Dnipropetrovsk,,females,
2020,com_4_migration,13_reg_Dnipropetrovsk,,females,
2021,com_4_migration,13_reg_Dnipropetrovsk,,females,
2022,com_4_migration,13_reg_Dnipropetrovsk,,females,
2023,com_4_migration,13_reg_Dnipropetrovsk,,females,
2017,com_4_migration,17_reg_Zaporizhzhya,,,
2018,com_4_migration,17_reg_Zaporizhzhya,,,
2019,com_4_migration,17_reg_Zaporizhzhya,,,
2020,com_4_migration,17_reg_Zaporizhzhya,,,
2021,com_4_migration,17_reg_Zaporizhzhya,,,
2022,com_4_migration,17_reg_Zaporizhzhya,,,
2023,com_4_migration,17_reg_Zaporizhzhya,,,
2017,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,5.4
2018,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,5.4
2019,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_4_migration,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_4_migration,17_reg_Zaporizhzhya,age_2_36_60,,4.1
2018,com_4_migration,17_reg_Zaporizhzhya,age_2_36_60,,4.4
2019,com_4_migration,17_reg_Zaporizhzhya,age_2_36_60,,
2020,com_4_migration,17_reg_Zaporizhzhya,age_2_36_60,,
2021,com_4_migration,17_reg_Zaporizhzhya,age_36_59,,
2022,com_4_migration,17_reg_Zaporizhzhya,age_36_59,,
2023,com_4_migration,17_reg_Zaporizhzhya,age_36_59,,
2017,com_4_migration,17_reg_Zaporizhzhya,age_3_61,,3.0
2018,com_4_migration,17_reg_Zaporizhzhya,age_3_61,,3.4
2019,com_4_migration,17_reg_Zaporizhzhya,age_3_61,,
2020,com_4_migration,17_reg_Zaporizhzhya,age_3_61,,
2021,com_4_migration,17_reg_Zaporizhzhya,age_60,,
2022,com_4_migration,17_reg_Zaporizhzhya,age_60,,
2023,com_4_migration,17_reg_Zaporizhzhya,age_60,,
2017,com_4_migration,17_reg_Zaporizhzhya,,males,4.2
2018,com_4_migration,17_reg_Zaporizhzhya,,males,4.6
2019,com_4_migration,17_reg_Zaporizhzhya,,males,
2020,com_4_migration,17_reg_Zaporizhzhya,,males,
2021,com_4_migration,17_reg_Zaporizhzhya,,males,
2022,com_4_migration,17_reg_Zaporizhzhya,,males,
2023,com_4_migration,17_reg_Zaporizhzhya,,males,
2017,com_4_migration,17_reg_Zaporizhzhya,,females,4.2
2018,com_4_migration,17_reg_Zaporizhzhya,,females,4.4
2019,com_4_migration,17_reg_Zaporizhzhya,,females,
2020,com_4_migration,17_reg_Zaporizhzhya,,females,
2021,com_4_migration,17_reg_Zaporizhzhya,,females,
2022,com_4_migration,17_reg_Zaporizhzhya,,females,
2023,com_4_migration,17_reg_Zaporizhzhya,,females,
2017,com_4_migration,29_reg_Kharkiv,,,
2018,com_4_migration,29_reg_Kharkiv,,,
2019,com_4_migration,29_reg_Kharkiv,,,
2020,com_4_migration,29_reg_Kharkiv,,,
2021,com_4_migration,29_reg_Kharkiv,,,
2022,com_4_migration,29_reg_Kharkiv,,,
2023,com_4_migration,29_reg_Kharkiv,,,
2017,com_4_migration,29_reg_Kharkiv,age_1_18_35,,5.0
2018,com_4_migration,29_reg_Kharkiv,age_1_18_35,,5.7
2019,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2020,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2021,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2022,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2023,com_4_migration,29_reg_Kharkiv,age_1_18_35,,
2017,com_4_migration,29_reg_Kharkiv,age_2_36_60,,4.1
2018,com_4_migration,29_reg_Kharkiv,age_2_36_60,,4.7
2019,com_4_migration,29_reg_Kharkiv,age_2_36_60,,
2020,com_4_migration,29_reg_Kharkiv,age_2_36_60,,
2021,com_4_migration,29_reg_Kharkiv,age_36_59,,
2022,com_4_migration,29_reg_Kharkiv,age_36_59,,
2023,com_4_migration,29_reg_Kharkiv,age_36_59,,
2017,com_4_migration,29_reg_Kharkiv,age_3_61,,3.2
2018,com_4_migration,29_reg_Kharkiv,age_3_61,,4.2
2019,com_4_migration,29_reg_Kharkiv,age_3_61,,
2020,com_4_migration,29_reg_Kharkiv,age_3_61,,
2021,com_4_migration,29_reg_Kharkiv,age_60,,
2022,com_4_migration,29_reg_Kharkiv,age_60,,
2023,com_4_migration,29_reg_Kharkiv,age_60,,
2017,com_4_migration,29_reg_Kharkiv,,males,4.3
2018,com_4_migration,29_reg_Kharkiv,,males,5.1
2019,com_4_migration,29_reg_Kharkiv,,males,
2020,com_4_migration,29_reg_Kharkiv,,males,
2021,com_4_migration,29_reg_Kharkiv,,males,
2022,com_4_migration,29_reg_Kharkiv,,males,
2023,com_4_migration,29_reg_Kharkiv,,males,
2017,com_4_migration,29_reg_Kharkiv,,females,4.1
2018,com_4_migration,29_reg_Kharkiv,,females,4.7
2019,com_4_migration,29_reg_Kharkiv,,females,
2020,com_4_migration,29_reg_Kharkiv,,females,
2021,com_4_migration,29_reg_Kharkiv,,females,
2022,com_4_migration,29_reg_Kharkiv,,females,
2023,com_4_migration,29_reg_Kharkiv,,females,
2017,com_5_dialogue,14_reg_Donetsk,,,
2018,com_5_dialogue,14_reg_Donetsk,,,
2019,com_5_dialogue,14_reg_Donetsk,,,
2020,com_5_dialogue,14_reg_Donetsk,,,
2021,com_5_dialogue,14_reg_Donetsk,,,
2022,com_5_dialogue,14_reg_Donetsk,,,
2023,com_5_dialogue,14_reg_Donetsk,,,
2017,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2018,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,6.6
2019,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2020,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2021,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2022,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2023,com_5_dialogue,14_reg_Donetsk,age_1_18_35,,
2017,com_5_dialogue,14_reg_Donetsk,age_2_36_60,,
2018,com_5_dialogue,14_reg_Donetsk,age_2_36_60,,6.7
2019,com_5_dialogue,14_reg_Donetsk,age_2_36_60,,
2020,com_5_dialogue,14_reg_Donetsk,age_2_36_60,,
2021,com_5_dialogue,14_reg_Donetsk,age_36_59,,
2022,com_5_dialogue,14_reg_Donetsk,age_36_59,,
2023,com_5_dialogue,14_reg_Donetsk,age_36_59,,
2017,com_5_dialogue,14_reg_Donetsk,age_3_61,,
2018,com_5_dialogue,14_reg_Donetsk,age_3_61,,6.8
2019,com_5_dialogue,14_reg_Donetsk,age_3_61,,
2020,com_5_dialogue,14_reg_Donetsk,age_3_61,,
2021,com_5_dialogue,14_reg_Donetsk,age_60,,
2022,com_5_dialogue,14_reg_Donetsk,age_60,,
2023,com_5_dialogue,14_reg_Donetsk,age_60,,
2017,com_5_dialogue,14_reg_Donetsk,,males,
2018,com_5_dialogue,14_reg_Donetsk,,males,6.6
2019,com_5_dialogue,14_reg_Donetsk,,males,
2020,com_5_dialogue,14_reg_Donetsk,,males,
2021,com_5_dialogue,14_reg_Donetsk,,males,
2022,com_5_dialogue,14_reg_Donetsk,,males,
2023,com_5_dialogue,14_reg_Donetsk,,males,
2017,com_5_dialogue,14_reg_Donetsk,,females,
2018,com_5_dialogue,14_reg_Donetsk,,females,6.8
2019,com_5_dialogue,14_reg_Donetsk,,females,
2020,com_5_dialogue,14_reg_Donetsk,,females,
2021,com_5_dialogue,14_reg_Donetsk,,females,
2022,com_5_dialogue,14_reg_Donetsk,,females,
2023,com_5_dialogue,14_reg_Donetsk,,females,
2017,com_5_dialogue,21_reg_Luhansk,,,
2018,com_5_dialogue,21_reg_Luhansk,,,
2019,com_5_dialogue,21_reg_Luhansk,,,
2020,com_5_dialogue,21_reg_Luhansk,,,
2021,com_5_dialogue,21_reg_Luhansk,,,
2022,com_5_dialogue,21_reg_Luhansk,,,
2023,com_5_dialogue,21_reg_Luhansk,,,
2017,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2018,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,6.0
2019,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2020,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2021,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2022,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2023,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2017,com_5_dialogue,21_reg_Luhansk,age_2_36_60,,
2018,com_5_dialogue,21_reg_Luhansk,age_2_36_60,,6.3
2019,com_5_dialogue,21_reg_Luhansk,age_2_36_60,,
2020,com_5_dialogue,21_reg_Luhansk,age_2_36_60,,
2021,com_5_dialogue,21_reg_Luhansk,age_36_59,,
2022,com_5_dialogue,21_reg_Luhansk,age_36_59,,
2023,com_5_dialogue,21_reg_Luhansk,age_36_59,,
2017,com_5_dialogue,21_reg_Luhansk,age_3_61,,
2018,com_5_dialogue,21_reg_Luhansk,age_3_61,,6.0
2019,com_5_dialogue,21_reg_Luhansk,age_3_61,,
2020,com_5_dialogue,21_reg_Luhansk,age_3_61,,
2021,com_5_dialogue,21_reg_Luhansk,age_60,,
2022,com_5_dialogue,21_reg_Luhansk,age_60,,
2023,com_5_dialogue,21_reg_Luhansk,age_60,,
2017,com_5_dialogue,21_reg_Luhansk,,males,
2018,com_5_dialogue,21_reg_Luhansk,,males,6.2
2019,com_5_dialogue,21_reg_Luhansk,,males,
